tonys,rhody,friend
tonys,hawke,friend
tonys,stever,friend
tonys,falcon,friend
tonys,nickf,friend
tonys,blackw,friend
tonys,bruceb,friend
tonys,vision,friend
tonys,wandam,enemy
tonys,pietrom,enemy
tonys,ultronu,enemy
tonys,wolfgangv,enemy
tonys,helenc,work
tonys,mariah,work
tonys,ultrons,enemy
stever,rhody,friend
stever,blackw,friend
stever,nickf,friend
stever,falcon,friend
stever,peggyc,love
stever,bruceb,friend
stever,thor,friend
stever,hawke,friend
stever,wandam,enemy
stever,pietrom,enemy
stever,ultronu,enemy
stever,ultrons,enemy
stever,wolfgangv,enemy
stever,vision,friend
bruceb,rhody,friend
bruceb,hawke,friend
bruceb,falcon,friend
bruceb,thor,friend
bruceb,nickf,friend
bruceb,blackw,love
bruceb,vision,friend
bruceb,wandam,enemy
bruceb,pietrom,enemy
bruceb,ultronu,enemy
bruceb,wolfgangv,enemy
bruceb,ultrons,enemy
thor,hawke,friend
thor,falcon,friend
thor,falcon,friend
thor,nickf,friend
thor,blackw,friend
thor,vision,friend
thor,wandam,enemy
thor,pietrom,enemy
thor,ultronu,enemy
thor,wolfgangv,enemy
thor,ultrons,enemy
thor,heimdall,friend
blackw,hawke,friend
blackw,falcon,friend
blackw,nickf,friend
blackw,vision,friend
blackw,wandam,enemy
blackw,pietrom,enemy
blackw,ultronu,enemy
blackw,wolfgangv,enemy
blackw,ultrons,enemy
blackw,madameb,work
rhody,hawke,friend
rhody,falcon,friend
rhody,nickf,friend
rhody,vision,friend
rhody,wandam,enemy
rhody,pietrom,enemy
rhody,ultronu,enemy
rhody,ultrons,enemy
hawke,falcon,friend
hawke,nickf,friend
hawke,vision,friend
hawke,wandam,work
hawke,pietrom,work
hawke,ultronu,enemy
hawke,wolfgangv,enemy
hawke,ultrons,enemy
hawke,laurab,love
nickf,falcon,friend
nickf,mariah,work
nickf,ultrons,enemy
falcon,mariah,friend
vision,wandam,friend
vision,pietrom,enemy
vision,ultronu,enemy
vision,ultrons,enemy
wandam,pietrom,family
wandam,ultronu,work
wandam,wolfgangv,creation
pietrom,ultronu,work
pietrom,wolfgangv,creation
ultronu,wolfgangv,enemy
ultronu,helenc,enemy
ultronu,ultrons,creation
ultronu,ulyssesk,work
wolfgangv,list,work
tonys,thor,friend
tonys,pepperp,work
tonys,happyh,work
tonys,rhody,friend
tonys,christinee,love
tonys,yinsen,friend
tonys,philc,friend
tonys,obadiahs,enemy
tonys,raza,enemy
tonys,abub,enemy
pepperp,happyh,work
pepperp,rhody,friend
philc,obadiahs,enemy
obadiahs,raza,work
raza,abub,work
bruceb,bettyr,love
bruceb,thunderboltr,enemy
bruceb,emilb,enemy
bruceb,samuels,friend
bruceb,leonards,friend
bettyr,thunderboltr,family
bettyr,samuels,friend
bettyr,leonards,love
thunderboltr,emilb,work
thunderboltr,samuels,enemy
thunderboltr,leonards,enemy
emilb,samuels,enemy
thunderboltr,tonys,enemy
tonys,pepperp,love
tonys,happyh,friend
tonys,rhody,friend
tonys,howardso,family
tonys,christinee,friend
tonys,philc,friend
tonys,nickf,friend
tonys,whiplash,enemy
tonys,justinh,enemy
tonys,blackw,work
tonys,stern,enemy
pepperp,happyh,friend
pepperp,rhody,friend
pepperp,whiplash,enemy
pepperp,justinh,enemy
pepperp,blackw,work
happyh,rhody,friend
happyh,whiplash,enemy
happyh,blackw,work
rhody,whiplash,enemy
rhody,justinh,enemy
rhody,stern,work
howardso,antonvo,enemy
christinee,justinh,friend
philc,nickf,work
philc,blackw,work
nickf,blackw,work
whiplash,antonvo,family
whiplash,justinh,work
whiplash,blackw,enemy
thor,loki,enemy
thor,odin,family
thor,frigga,family
thor,heimdall,friend
thor,sif,friend
thor,volstagg,friend
thor,hogun,friend
thor,fandral,friend
thor,janef,love
thor,darcyl,friend
thor,eriks,friend
thor,laufey,enemy
thor,destroyer,enemy
thor,hawke,enemy
thor,philc,work
loki,odin,family
loki,frigga,family
loki,heimdall,enemy
loki,sif,enemy
loki,volstagg,enemy
loki,hogun,enemy
loki,fandral,enemy
loki,eriks,work
loki,laufey,family
loki,destroyer,work
odin,frigga,family
odin,heimdall,work
odin,sif,work
odin,volstagg,work
odin,hogun,work
odin,fandral,work
odin,laufey,enemy
odin,destroyer,work
heimdall,sif,friend
heimdall,volstagg,friend
heimdall,hogun,friend
heimdall,fandral,friend
heimdall,laufey,enemy
sif,volstagg,friend
sif,hogun,friend
sif,fandral,friend
sif,janef,friend
sif,destroyer,enemy
volstagg,hogun,friend
volstagg,fandral,friend
volstagg,janef,friend
volstagg,destroyer,enemy
hogun,fandral,friend
hogun,janef,friend
hogun,destroyer,enemy
fandral,janef,friend
fandral,destroyer,enemy
sif,laufey,enemy
volstagg,laufey,enemy
hogun,laufey,enemy
fandral,laufey,enemy
janef,darcyl,work
janef,eriks,work
janef,destroyer,enemy
janef,philc,work
darcyl,eriks,work
darcyl,destroyer,enemy
eriks,destroyer,enemy
eriks,philc,work
eriks,nickf,work
destroyer,jaspers,enemy
destroyer,philc,enemy
hawke,jaspers,work
hawke,philc,work
hawke,nickf,work
jaspers,philc,work
jaspers,nickf,work
philc,nickf,work
stever,bucky,friend
stever,dumdum,work
stever,gabej,work
stever,jimm,work
stever,jamesm,work
stever,peggyc,love
stever,chesterp,work
stever,abrahame,friend
stever,johanns,enemy
stever,arnimz,enemy
stever,nickf,friend
bucky,dumdum,work
bucky,gabej,work
bucky,jimm,work
bucky,jamesm,work
bucky,peggyc,work
bucky,chesterp,work
bucky,johanns,enemy
bucky,arnimz,enemy
dumdum,gabej,work
dumdum,jimm,work
dumdum,jamesm,work
dumdum,peggyc,work
dumdum,chesterp,work
dumdum,johanns,enemy
gabej,jimm,work
gabej,jamesm,work
gabej,peggyc,work
gabej,chesterp,work
gabej,johanns,enemy
jimm,jamesm,work
jimm,peggyc,work
jimm,chesterp,work
jimm,johanns,enemy
jamesm,peggyc,work
jamesm,chesterp,work
jamesm,johanns,enemy
peggyc,chesterp,work
peggyc,abrahame,work
peggyc,johanns,enemy
peggyc,arnimz,enemy
chesterp,abrahame,work
chesterp,johanns,enemy
chesterp,arnimz,enemy
abrahame,johanns,enemy
abrahame,arnimz,enemy
johanns,arnimz,work
tonys,pepperp,love
tonys,philc,friend
tonys,nickf,friend
tonys,blackw,friend
tonys,bruceb,friend
tonys,thor,friend
tonys,loki,enemy
tonys,hawke,friend
tonys,stever,friend
tonys,chitauri,enemy
pepperp,philc,friend
philc,nickf,work
philc,blackw,work
philc,thor,friend
philc,loki,enemy
philc,eriks,work
philc,hawke,work
philc,mariah,work
nickf,blackw,work
nickf,bruceb,work
nickf,thor,work
nickf,loki,enemy
nickf,eriks,work
nickf,hawke,work
nickf,stever,friend
nickf,mariah,work
blackw,bruceb,friend
blackw,thor,work
blackw,loki,enemy
blackw,eriks,work
blackw,hawke,friend
blackw,stever,work
blackw,mariah,work
blackw,chitauri,enemy
bruceb,thor,work
bruceb,loki,enemy
bruceb,hawke,work
bruceb,stever,work
bruceb,chitauri,enemy
thor,loki,family
thor,eriks,friend
thor,hawke,work
thor,stever,work
thor,chitauri,enemy
loki,eriks,work
loki,hawke,enemy
loki,stever,enemy
loki,mariah,enemy
loki,chitauri,work
loki,other,work
loki,thanos,work
eriks,hawke,work
hawke,stever,work
hawke,mariah,work
hawke,chitauri,enemy
stever,chitauri,enemy
chitauri,other,work
chitauri,thanos,work
other,thanos,work
tonys,pepperp,love
tonys,happyh,friend
tonys,rhody,friend
tonys,yinsen,work
tonys,aldrichk,enemy
tonys,mayah,love
tonys,trevors,enemy
tonys,erics,enemy
tonys,ellenb,enemy
tonys,harleyk,friend
tonys,bruceb,friend
pepperp,happyh,friend
pepperp,rhody,friend
pepperp,aldrichk,enemy
pepperp,mayah,friend
happyh,rhody,friend
happyh,erics,enemy
happyh,jackt,enemy
rhody,aldrichk,enemy
rhody,matthewe,work
aldrichk,mayah,work
aldrichk,trevors,work
aldrichk,erics,work
aldrichk,ellenb,work
aldrichk,jackt,work
aldrichk,matthewe,enemy
rhody,trevors,enemy
mayah,erics,work
mayah,ellenb,work
mayah,jackt,work
trevors,erics,work
trevors,matthewe,enemy
erics,ellenb,work
erics,jackt,work
erics,matthewe,enemy
erics,harleyk,enemy
ellenb,jackt,work
ellenb,harleyk,enemy
thor,loki,family
thor,odin,family
thor,frigga,family
thor,heimdall,friend
thor,sif,friend
thor,volstagg,friend
thor,hogun,friend
thor,fandral,friend
thor,janef,love
thor,darcyl,friend
thor,eriks,friend
thor,malekith,enemy
thor,algrim,enemy
thor,darkelf,enemy
thor,asgardian,work
thor,bor,family
loki,odin,family
loki,frigga,family
loki,heimdall,enemy
loki,sif,enemy
loki,volstagg,enemy
loki,hogun,enemy
loki,fandral,enemy
loki,janef,enemy
loki,malekith,enemy
loki,algrim,enemy
loki,darkelf,enemy
loki,asgardian,work
odin,frigga,family
odin,heimdall,work
odin,sif,work
odin,volstagg,work
odin,hogun,work
odin,fandral,work
odin,malekith,enemy
odin,algrim,enemy
odin,darkelf,enemy
odin,asgardian,work
odin,bor,family
frigga,heimdall,work
frigga,sif,work
frigga,volstagg,work
frigga,hogun,work
frigga,fandral,work
frigga,janef,friend
frigga,malekith,enemy
frigga,algrim,enemy
frigga,darkelf,enemy
frigga,asgardian,work
frigga,bor,family
heimdall,sif,friend
heimdall,volstagg,friend
heimdall,hogun,friend
heimdall,fandral,friend
heimdall,malekith,enemy
heimdall,algrim,enemy
heimdall,darkelf,enemy
heimdall,asgardian,work
sif,volstagg,friend
sif,hogun,friend
sif,fandral,friend
sif,janef,friend
sif,malekith,enemy
sif,algrim,enemy
sif,darkelf,enemy
sif,asgardian,work
volstagg,hogun,friend
volstagg,fandral,friend
volstagg,janef,friend
volstagg,malekith,enemy
volstagg,algrim,enemy
volstagg,darkelf,enemy
volstagg,asgardian,work
hogun,fandral,friend
hogun,janef,friend
hogun,malekith,enemy
hogun,algrim,enemy
hogun,darkelf,enemy
hogun,asgardian,work
fandral,janef,friend
fandral,malekith,enemy
fandral,algrim,enemy
fandral,darkelf,enemy
fandral,asgardian,work
janef,darcyl,work
janef,eriks,work
janef,malekith,enemy
janef,algrim,enemy
janef,darkelf,enemy
darcyl,eriks,work
darcyl,malekith,enemy
darcyl,darkelf,enemy
eriks,malekith,enemy
eriks,darkelf,enemy
malekith,algrim,work
malekith,darkelf,work
malekith,asgardian,enemy
malekith,bor,enemy
algrim,darkelf,work
algrim,asgardian,enemy
algrim,bor,enemy
darkelf,asgardian,enemy
darkelf,bor,enemy
asgardian,bor,work
stever,bucky,enemy
stever,falcon,friend
stever,peggyc,love
stever,nickf,friend
stever,blackw,friend
stever,arnimz,enemy
stever,alexanderp,enemy
stever,mariah,friend
stever,brockr,enemy
stever,jackr,enemy
stever,sharonc,friend
stever,georgesb,enemy
stever,jaspers,enemy
bucky,falcon,enemy
bucky,nickf,enemy
bucky,blackw,enemy
bucky,alexanderp,work
bucky,mariah,enemy
bucky,jaspers,enemy
falcon,nickf,friend
falcon,blackw,friend
falcon,alexanderp,enemy
falcon,mariah,friend
falcon,brockr,enemy
falcon,jaspers,enemy
peggyc,sharonc,family
nickf,blackw,work
nickf,alexanderp,enemy
nickf,mariah,work
nickf,sharonc,work
blackw,arnimz,enemy
blackw,alexanderp,enemy
blackw,mariah,friend
blackw,brockr,enemy
blackw,jackr,enemy
blackw,georgesb,enemy
blackw,jaspers,enemy
stern,jaspers,friend
arnimz,alexanderp,work
alexanderp,brockr,work
alexanderp,jackr,work
alexanderp,sharonc,enemy
alexanderp,jaspers,work
brockr,jackr,work
brockr,sharonc,enemy
brockr,georgesb,enemy
jackr,sharonc,enemy
jackr,georgesb,enemy
georgesb,jaspers,enemy
sif,collector,work
volstagg,collector,work
peterq,gamora,friend
peterq,drax,friend
peterq,rocket,friend
peterq,groota,friend
peterq,yonduu,family
peterq,nebula,enemy
peterq,ronan,enemy
peterq,korath,enemy
peterq,collector,work
peterq,rhomannd,friend
peterq,garthans,work
peterq,iranir,work
peterq,novac,work
peterq,meredithq,family
peterq,kraglino,work
gamora,drax,friend
gamora,rocket,friend
gamora,groota,friend
gamora,yonduu,work
gamora,nebula,family
gamora,ronan,enemy
gamora,thanos,family
gamora,korath,enemy
gamora,collector,work
gamora,rhomannd,work
gamora,garthans,work
gamora,iranir,work
gamora,novac,work
gamora,kraglino,work
drax,rocket,friend
drax,groota,friend
drax,yonduu,work
drax,nebula,enemy
drax,ronan,enemy
drax,thanos,enemy
drax,korath,enemy
drax,collector,work
drax,rhomannd,work
drax,garthans,work
drax,iranir,work
drax,novac,work
drax,kraglino,work
rocket,groota,friend
rocket,yonduu,work
rocket,nebula,enemy
rocket,ronan,enemy
rocket,korath,enemy
rocket,collector,work
rocket,rhomannd,work
rocket,garthans,work
rocket,iranir,work
rocket,novac,work
rocket,kraglino,work
rocket,cosmo,enemy
groota,yonduu,work
groota,nebula,enemy
groota,ronan,enemy
groota,korath,enemy
groota,collector,work
groota,rhomannd,work
groota,garthans,work
groota,iranir,work
groota,novac,work
groota,kraglino,work
yonduu,ronan,enemy
yonduu,rhomannd,work
yonduu,garthans,work
yonduu,iranir,work
yonduu,novac,work
yonduu,kraglino,friend
nebula,ronan,work
nebula,thanos,family
nebula,korath,work
ronan,other,enemy
ronan,thanos,enemy
ronan,korath,work
ronan,rhomannd,enemy
ronan,garthans,enemy
ronan,iranir,enemy
ronan,novac,enemy
ronan,kraglino,enemy
other,thanos,work
collector,carina,work
collector,howardd,friend
collector,cosmo,friend
rhomannd,garthans,work
rhomannd,iranir,work
rhomannd,novac,work
rhomannd,kraglino,work
garthans,iranir,work
garthans,novac,work
garthans,kraglino,work
iranir,novac,work
iranir,kraglino,work
novac,kraglino,work
scottl,hankp,friend
scottl,hopev,friend
scottl,darrenc,enemy
scottl,falcon,enemy
scottl,maggiel,love
scottl,cassiel,family
scottl,luis,friend
scottl,kurt,friend
scottl,dave,friend
hankp,hopev,family
hankp,darrenc,enemy
hankp,luis,work
hankp,kurt,work
hankp,dave,work
hankp,howardso,work
hankp,peggyc,work
hopev,darrenc,enemy
hopev,luis,work
hopev,kurt,work
hopev,dave,work
darrenc,cassiel,enemy
darrenc,luis,enemy
darrenc,kurt,enemy
darrenc,dave,enemy
maggiel,cassiel,family
luis,kurt,friend
luis,dave,friend
kurt,dave,friend
tonys,bucky,friend
tonys,howardso,family
tonys,marias,family
tonys,blackw,friend
tonys,hawke,enemy
tonys,thunderboltr,work
tonys,stever,enemy
tonys,falcon,enemy
tonys,tchalla,work
tonys,helmutz,enemy
tonys,wandam,enemy
tonys,vision,friend
tonys,scottl,enemy
tonys,peterp,friend
tonys,mayp,friend
rhody,blackw,friend
rhody,hawke,enemy
rhody,thunderboltr,work
rhody,stever,enemy
rhody,falcon,enemy
rhody,bucky,enemy
rhody,tchalla,work
rhody,helmutz,enemy
rhody,wandam,enemy
rhody,vision,friend
rhody,scottl,enemy
rhody,peterp,friend
howardso,marias,family
howardso,bucky,enemy
marias,bucky,enemy
blackw,hawke,enemy
blackw,thunderboltr,work
blackw,stever,friend
blackw,bucky,enemy
blackw,falcon,enemy
blackw,brockr,enemy
blackw,tchalla,work
blackw,tchaka,friend
blackw,helmutz,enemy
blackw,wandam,enemy
blackw,vision,friend
blackw,scottl,enemy
blackw,peterp,friend
hawke,stever,friend
hawke,bucky,friend
hawke,falcon,friend
hawke,tchalla,enemy
hawke,helmutz,enemy
hawke,wandam,friend
hawke,vision,enemy
hawke,scottl,friend
hawke,peterp,enemy
thunderboltr,stever,enemy
thunderboltr,bucky,enemy
thunderboltr,falcon,enemy
thunderboltr,sharonc,work
thunderboltr,everettr,work
thunderboltr,helmutz,enemy
thunderboltr,wandam,enemy
thunderboltr,vision,work
stever,bucky,friend
stever,falcon,friend
stever,brockr,enemy
stever,sharonc,love
stever,tchalla,friend
stever,everettr,enemy
stever,helmutz,enemy
stever,wandam,friend
stever,vision,enemy
stever,scottl,friend
stever,peterp,enemy
bucky,falcon,friend
bucky,sharonc,work
bucky,tchalla,friend
bucky,everettr,enemy
bucky,wandam,friend
bucky,vision,enemy
bucky,scottl,friend
bucky,peterp,enemy
falcon,brockr,enemy
falcon,sharonc,work
falcon,tchalla,enemy
falcon,everettr,enemy
falcon,helmutz,enemy
falcon,wandam,friend
falcon,vision,enemy
falcon,scottl,friend
falcon,peterp,enemy
bucky,helmutz,enemy
brockr,wandam,enemy
sharonc,everettr,work
tchalla,tchaka,family
tchalla,helmutz,enemy
tchalla,wandam,enemy
tchalla,vision,work
tchalla,scottl,enemy
tchalla,peterp,work
everettr,helmutz,enemy
helmutz,wandam,enemy
helmutz,vision,enemy
wandam,vision,love
wandam,scottl,friend
wandam,peterp,enemy
vision,scottl,enemy
vision,peterp,friend
scottl,peterp,enemy
peterp,mayp,family
stephens,anciento,friend
stephens,karlm,friend
stephens,kaecilius,enemy
stephens,christinep,love
stephens,wong,friend
stephens,hamir,work
stephens,jonathanp,work
stephens,dormammu,enemy
stephens,thor,friend
anciento,karlm,enemy
anciento,kaecilius,enemy
anciento,wong,work
anciento,hamir,work
anciento,jonathanp,work
anciento,dormammu,enemy
karlm,kaecilius,enemy
karlm,wong,work
karlm,hamir,work
karlm,jonathanp,enemy
karlm,dormammu,enemy
kaecilius,wong,enemy
kaecilius,dormammu,work
wong,hamir,work
wong,dormammu,enemy
hamir,dormammu,enemy
peterq,gamora,love
peterq,drax,friend
peterq,rocket,friend
peterq,groota,friend
peterq,yonduu,family
peterq,nebula,friend
peterq,meredithq,family
peterq,kraglino,friend
peterq,mantis,friend
peterq,ayesha,enemy
peterq,ego,family
gamora,drax,friend
gamora,rocket,friend
gamora,groota,friend
gamora,yonduu,friend
gamora,nebula,family
gamora,kraglino,friend
gamora,mantis,friend
gamora,ayesha,enemy
gamora,ego,enemy
drax,rocket,friend
drax,groota,friend
drax,yonduu,friend
drax,nebula,friend
drax,kraglino,friend
drax,mantis,love
drax,ayesha,enemy
drax,ego,enemy
rocket,groota,friend
rocket,yonduu,friend
rocket,nebula,friend
rocket,kraglino,friend
rocket,mantis,friend
rocket,ayesha,enemy
rocket,ego,enemy
rocket,taserf,enemy
groota,yonduu,friend
groota,nebula,friend
groota,kraglino,friend
groota,mantis,friend
groota,ayesha,enemy
groota,ego,enemy
groota,taserf,enemy
yonduu,nebula,enemy
yonduu,howardd,friend
yonduu,kraglino,friend
yonduu,mantis,work
yonduu,ayesha,enemy
yonduu,ego,enemy
yonduu,taserf,enemy
yonduu,stakaro,friend
yonduu,martinex,friend
yonduu,krugarr,friend
yonduu,charlie,friend
yonduu,aletao,friend
yonduu,mainf,friend
nebula,kraglino,friend
nebula,mantis,friend
nebula,ego,enemy
nebula,taserf,work
howardd,stakaro,friend
howardd,martinex,friend
meredithq,ego,family
kraglino,mantis,friend
kraglino,ayesha,enemy
kraglino,ego,enemy
kraglino,taserf,enemy
mantis,ayesha,enemy
mantis,ego,work
ayesha,taserf,work
stakaro,martinex,friend
stakaro,krugarr,friend
stakaro,charlie,friend
stakaro,aletao,love
stakaro,mainf,friend
martinex,krugarr,friend
martinex,charlie,friend
martinex,aletao,friend
martinex,mainf,friend
krugarr,charlie,friend
krugarr,aletao,friend
krugarr,mainf,friend
charlie,aletao,friend
charlie,mainf,friend
aletao,mainf,friend
peterp,mayp,family
peterp,nedl,friend
peterp,michellej,friend
peterp,lizt,love
peterp,tonys,friend
peterp,eugenet,friend
peterp,bettyb,friend
peterp,adriant,enemy
peterp,aarond,work
peterp,jacksonb,enemy
peterp,hermans,enemy
peterp,phineasm,enemy
peterp,macg,enemy
peterp,principalm,work
peterp,happyh,friend
mayp,nedl,friend
mayp,tonys,friend
nedl,michellej,friend
nedl,lizt,friend
nedl,eugenet,friend
nedl,bettyb,friend
nedl,adriant,enemy
nedl,hermans,enemy
nedl,principalm,work
nedl,happyh,work
michellej,lizt,friend
michellej,eugenet,friend
michellej,bettyb,friend
michellej,principalm,work
lizt,eugenet,friend
lizt,bettyb,friend
lizt,adriant,family
lizt,principalm,work
tonys,adriant,enemy
tonys,annem,work
tonys,pepperp,love
tonys,happyh,friend
eugenet,bettyb,friend
eugenet,principalm,work
bettyb,principalm,work
adriant,jacksonb,work
adriant,hermans,work
adriant,phineasm,work
adriant,macg,work
adriant,annem,enemy
adriant,happyh,enemy
aarond,jacksonb,work
aarond,hermans,work
aarond,macg,work
jacksonb,hermans,work
jacksonb,phineasm,work
jacksonb,annem,enemy
hermans,phineasm,work
hermans,macg,work
hermans,annem,enemy
phineasm,annem,enemy
pepperp,happyh,friend
thor,loki,family
thor,odin,family
thor,bruceb,friend
thor,heimdall,friend
thor,stephens,friend
thor,volstagg,friend
thor,hogun,friend
thor,fandral,friend
thor,asgardian,work
thor,hela,family
thor,skurge,work
thor,valk,friend
thor,grandm,enemy
thor,topaz,enemy
thor,korg,friend
thor,miek,friend
thor,surtur,enemy
thor,fenris,enemy
loki,odin,family
loki,bruceb,friend
loki,heimdall,friend
loki,stephens,enemy
loki,asgardian,work
loki,hela,family
loki,skurge,work
loki,valk,friend
loki,grandm,work
loki,surtur,enemy
loki,fenris,enemy
odin,asgardian,work
odin,hela,family
odin,surtur,enemy
bruceb,heimdall,friend
bruceb,hela,enemy
bruceb,valk,friend
bruceb,grandm,enemy
bruceb,topaz,enemy
bruceb,korg,friend
bruceb,miek,friend
bruceb,surtur,enemy
bruceb,fenris,enemy
heimdall,volstagg,friend
heimdall,hogun,friend
heimdall,fandral,friend
heimdall,asgardian,work
heimdall,hela,enemy
heimdall,skurge,work
heimdall,surtur,enemy
volstagg,hogun,friend
volstagg,fandral,friend
volstagg,asgardian,work
volstagg,hela,enemy
volstagg,skurge,work
hogun,fandral,friend
hogun,asgardian,work
hogun,hela,enemy
hogun,skurge,work
fandral,asgardian,work
fandral,hela,enemy
fandral,skurge,work
asgardian,hela,enemy
asgardian,skurge,work
asgardian,surtur,enemy
hela,skurge,work
hela,valk,enemy
hela,korg,enemy
hela,miek,enemy
hela,surtur,enemy
hela,fenris,friend
valk,grandm,work
valk,topaz,enemy
valk,korg,friend
valk,miek,friend
valk,surtur,enemy
grandm,topaz,work
grandm,korg,enemy
grandm,miek,enemy
topaz,korg,enemy
topaz,miek,enemy
korg,miek,friend
korg,surtur,enemy
miek,surtur,enemy
tchalla,erikk,family
tchalla,shuri,family
tchalla,nakia,love
tchalla,okoye,friend
tchalla,ramonda,family
tchalla,everettr,friend
tchalla,ulyssesk,enemy
tchalla,wkabi,friend
tchalla,mbaku,work
tchalla,zuri,friend
tchalla,tchaka,family
tchalla,njobu,family
tchalla,bucky,friend
tchalla,miningt,work
tchalla,rivert,work
tchalla,bordert,work
tchalla,merchantt,work
erikk,shuri,enemy
erikk,nakia,enemy
erikk,okoye,enemy
erikk,ramonda,enemy
erikk,everettr,enemy
erikk,ulyssesk,work
erikk,wkabi,work
erikk,mbaku,enemy
erikk,zuri,enemy
erikk,tchaka,enemy
erikk,njobu,family
shuri,nakia,friend
shuri,okoye,friend
shuri,ramonda,family
shuri,everettr,friend
shuri,ulyssesk,enemy
shuri,wkabi,friend
shuri,mbaku,work
shuri,zuri,work
shuri,tchaka,family
shuri,miningt,work
shuri,rivert,work
shuri,bordert,work
shuri,merchantt,work
nakia,okoye,friend
nakia,ramonda,work
nakia,everettr,work
nakia,ulyssesk,enemy
nakia,wkabi,work
nakia,mbaku,work
nakia,zuri,work
nakia,tchaka,work
okoye,ramonda,work
okoye,everettr,work
okoye,ulyssesk,enemy
okoye,wkabi,love
okoye,mbaku,work
okoye,zuri,work
okoye,tchaka,work
okoye,miningt,work
okoye,rivert,work
okoye,bordert,work
okoye,merchantt,work
shuri,bucky,friend
ramonda,everettr,work
ramonda,ulyssesk,enemy
ramonda,wkabi,work
ramonda,mbaku,work
ramonda,zuri,work
ramonda,tchaka,family
ramonda,miningt,work
ramonda,rivert,work
ramonda,bordert,work
ramonda,merchantt,work
everettr,ulyssesk,enemy
everettr,mbaku,work
ulyssesk,wkabi,enemy
ulyssesk,tchaka,enemy
ulyssesk,njobu,work
ulyssesk,miningt,enemy
ulyssesk,rivert,enemy
ulyssesk,bordert,enemy
ulyssesk,merchantt,enemy
wkabi,mbaku,enemy
wkabi,zuri,work
wkabi,tchaka,work
wkabi,bordert,work
zuri,tchaka,friend
zuri,njobu,enemy
tchaka,njobu,family
tchaka,miningt,work
tchaka,rivert,work
tchaka,bordert,work
tchaka,merchantt,work
nakia,rivert,work
miningt,rivert,work
miningt,bordert,work
miningt,merchantt,work
rivert,bordert,work
rivert,merchantt,work
bordert,merchantt,work
thanos,midnightp,family
thanos,corviusg,family
thanos,ebonym,family
thanos,obsidianc,family
thanos,outrider,work
midnightp,corviusg,family
midnightp,ebonym,family
midnightp,obsidianc,family
midnightp,outrider,work
corviusg,ebonym,family
corviusg,obsidianc,family
corviusg,outrider,work
ebonym,obsidianc,family
ebonym,outrider,work
obsidianc,outrider,work
tonys,ironl,creation
jacksonn,trevors,enemy
jarvis,peggyc,friend
jarvis,howardso,work
jarvis,mariah,work
jarvis,tonys,work
peggyc,sharonc,family
grandm,collector,family
pietrom,tonys,friend
pietrom,stever,friend
pietrom,bruceb,friend
pietrom,thor,friend
pietrom,blackw,friend
pietrom,vision,friend
pietrom,rhody,friend
peterp,tchalla,friend
stanlee,tonys,friend
stanlee,tonys,friend
stanlee,stever,work
stanlee,eriks,friend
stanlee,tonys,friend
stanlee,rhody,friend
stanlee,thor,friend
stanlee,stever,friend
